Project,cas_number,Link,nGenes,Chemical_ID,concentration,concentration_unit,Condition,project_name
MCF10A,120-80-9,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=120-80-9&stat=gene_expression,124,1327.0,33.0,uM,TP53,Human MCF10A cell lines
MCF10A,120-80-9,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=120-80-9&stat=gene_expression,63,1327.0,99.0,uM,TP53,Human MCF10A cell lines
MCF10A,120-80-9,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=120-80-9&stat=gene_expression,98,1327.0,11.0,uM,WT,Human MCF10A cell lines
MCF10A,120-80-9,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=120-80-9&stat=gene_expression,48,1327.0,33.0,uM,WT,Human MCF10A cell lines
MCF10A,120-80-9,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=120-80-9&stat=gene_expression,166,1327.0,99.0,uM,WT,Human MCF10A cell lines
MCF10A,120-83-2,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=120-83-2&stat=gene_expression,27,338.0,11.0,uM,TP53,Human MCF10A cell lines
MCF10A,120-83-2,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=120-83-2&stat=gene_expression,30,338.0,33.0,uM,TP53,Human MCF10A cell lines
MCF10A,120-83-2,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=120-83-2&stat=gene_expression,18,338.0,99.0,uM,TP53,Human MCF10A cell lines
MCF10A,120-83-2,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=120-83-2&stat=gene_expression,80,338.0,11.0,uM,WT,Human MCF10A cell lines
MCF10A,120-83-2,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=120-83-2&stat=gene_expression,71,338.0,33.0,uM,WT,Human MCF10A cell lines
MCF10A,120-83-2,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=120-83-2&stat=gene_expression,82,338.0,99.0,uM,WT,Human MCF10A cell lines
MCF10A,121-14-2,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=121-14-2&stat=gene_expression,25,342.0,100.0,uM,TP53,Human MCF10A cell lines
MCF10A,121-14-2,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=121-14-2&stat=gene_expression,21,342.0,11.0,uM,TP53,Human MCF10A cell lines
MCF10A,121-14-2,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=121-14-2&stat=gene_expression,4,342.0,33.0,uM,TP53,Human MCF10A cell lines
MCF10A,121-14-2,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=121-14-2&stat=gene_expression,29,342.0,99.0,uM,TP53,Human MCF10A cell lines
MCF10A,121-14-2,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=121-14-2&stat=gene_expression,10,342.0,100.0,uM,WT,Human MCF10A cell lines
MCF10A,121-14-2,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=121-14-2&stat=gene_expression,15,342.0,11.0,uM,WT,Human MCF10A cell lines
MCF10A,121-14-2,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=121-14-2&stat=gene_expression,11,342.0,33.0,uM,WT,Human MCF10A cell lines
MCF10A,121-14-2,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=121-14-2&stat=gene_expression,59,342.0,99.0,uM,WT,Human MCF10A cell lines
MCF10A,121-79-9,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=121-79-9&stat=gene_expression,1133,2723.0,100.0,uM,TP53,Human MCF10A cell lines
MCF10A,121-79-9,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=121-79-9&stat=gene_expression,99,2723.0,11.0,uM,TP53,Human MCF10A cell lines
MCF10A,121-79-9,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=121-79-9&stat=gene_expression,1025,2723.0,33.0,uM,TP53,Human MCF10A cell lines
MCF10A,121-79-9,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=121-79-9&stat=gene_expression,826,2723.0,100.0,uM,WT,Human MCF10A cell lines
MCF10A,121-79-9,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=121-79-9&stat=gene_expression,92,2723.0,11.0,uM,WT,Human MCF10A cell lines
MCF10A,121-79-9,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=121-79-9&stat=gene_expression,554,2723.0,33.0,uM,WT,Human MCF10A cell lines
MCF10A,122-34-9,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=122-34-9&stat=gene_expression,30,2849.0,102.0,uM,TP53,Human MCF10A cell lines
MCF10A,122-34-9,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=122-34-9&stat=gene_expression,115,2849.0,11.0,uM,TP53,Human MCF10A cell lines
MCF10A,122-34-9,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=122-34-9&stat=gene_expression,85,2849.0,34.0,uM,TP53,Human MCF10A cell lines
MCF10A,122-34-9,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=122-34-9&stat=gene_expression,169,2849.0,102.0,uM,WT,Human MCF10A cell lines
MCF10A,122-34-9,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=122-34-9&stat=gene_expression,30,2849.0,11.0,uM,WT,Human MCF10A cell lines
MCF10A,122-34-9,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=122-34-9&stat=gene_expression,8,2849.0,34.0,uM,WT,Human MCF10A cell lines
MCF10A,122-66-7,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=122-66-7&stat=gene_expression,36,176.0,102.0,uM,TP53,Human MCF10A cell lines
MCF10A,122-66-7,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=122-66-7&stat=gene_expression,134,176.0,11.0,uM,TP53,Human MCF10A cell lines
MCF10A,122-66-7,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=122-66-7&stat=gene_expression,54,176.0,34.0,uM,TP53,Human MCF10A cell lines
MCF10A,122-66-7,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=122-66-7&stat=gene_expression,96,176.0,102.0,uM,WT,Human MCF10A cell lines
MCF10A,122-66-7,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=122-66-7&stat=gene_expression,29,176.0,11.0,uM,WT,Human MCF10A cell lines
MCF10A,122-66-7,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=122-66-7&stat=gene_expression,59,176.0,34.0,uM,WT,Human MCF10A cell lines
MCF10A,123-33-1,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=123-33-1&stat=gene_expression,99,2105.0,11.0,uM,TP53,Human MCF10A cell lines
MCF10A,123-33-1,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=123-33-1&stat=gene_expression,88,2105.0,33.0,uM,TP53,Human MCF10A cell lines
MCF10A,123-33-1,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=123-33-1&stat=gene_expression,112,2105.0,99.0,uM,TP53,Human MCF10A cell lines
MCF10A,123-33-1,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=123-33-1&stat=gene_expression,52,2105.0,11.0,uM,WT,Human MCF10A cell lines
MCF10A,123-33-1,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=123-33-1&stat=gene_expression,59,2105.0,33.0,uM,WT,Human MCF10A cell lines
MCF10A,123-33-1,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=123-33-1&stat=gene_expression,24,2105.0,99.0,uM,WT,Human MCF10A cell lines
MCF10A,124-64-1,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=124-64-1&stat=gene_expression,613,3004.0,101.0,uM,TP53,Human MCF10A cell lines
MCF10A,124-64-1,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=124-64-1&stat=gene_expression,22,3004.0,11.0,uM,TP53,Human MCF10A cell lines
MCF10A,124-64-1,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=124-64-1&stat=gene_expression,196,3004.0,34.0,uM,TP53,Human MCF10A cell lines
MCF10A,124-64-1,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=124-64-1&stat=gene_expression,720,3004.0,101.0,uM,WT,Human MCF10A cell lines
MCF10A,124-64-1,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=124-64-1&stat=gene_expression,49,3004.0,11.0,uM,WT,Human MCF10A cell lines
MCF10A,124-64-1,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=124-64-1&stat=gene_expression,66,3004.0,34.0,uM,WT,Human MCF10A cell lines
MCF10A,124495-18-7,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=124495-18-7&stat=gene_expression,126,2752.0,103.0,uM,TP53,Human MCF10A cell lines
MCF10A,124495-18-7,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=124495-18-7&stat=gene_expression,39,2752.0,11.0,uM,TP53,Human MCF10A cell lines
MCF10A,124495-18-7,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=124495-18-7&stat=gene_expression,72,2752.0,34.0,uM,TP53,Human MCF10A cell lines
MCF10A,124495-18-7,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=124495-18-7&stat=gene_expression,131,2752.0,103.0,uM,WT,Human MCF10A cell lines
MCF10A,124495-18-7,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=124495-18-7&stat=gene_expression,54,2752.0,11.0,uM,WT,Human MCF10A cell lines
MCF10A,124495-18-7,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=124495-18-7&stat=gene_expression,49,2752.0,34.0,uM,WT,Human MCF10A cell lines
MCF10A,126-73-8,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=126-73-8&stat=gene_expression,27,3102.0,100.0,uM,TP53,Human MCF10A cell lines
MCF10A,126-73-8,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=126-73-8&stat=gene_expression,45,3102.0,11.0,uM,TP53,Human MCF10A cell lines
MCF10A,126-73-8,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=126-73-8&stat=gene_expression,18,3102.0,33.0,uM,TP53,Human MCF10A cell lines
MCF10A,126-73-8,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=126-73-8&stat=gene_expression,362,3102.0,100.0,uM,WT,Human MCF10A cell lines
MCF10A,126-73-8,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=126-73-8&stat=gene_expression,54,3102.0,11.0,uM,WT,Human MCF10A cell lines
MCF10A,126-73-8,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=126-73-8&stat=gene_expression,34,3102.0,33.0,uM,WT,Human MCF10A cell lines
MCF10A,131-17-9,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=131-17-9&stat=gene_expression,41,1606.0,11.0,uM,TP53,Human MCF10A cell lines
MCF10A,131-17-9,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=131-17-9&stat=gene_expression,39,1606.0,33.0,uM,TP53,Human MCF10A cell lines
MCF10A,131-17-9,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=131-17-9&stat=gene_expression,511,1606.0,99.0,uM,TP53,Human MCF10A cell lines
MCF10A,131-17-9,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=131-17-9&stat=gene_expression,23,1606.0,11.0,uM,WT,Human MCF10A cell lines
MCF10A,131-17-9,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=131-17-9&stat=gene_expression,33,1606.0,33.0,uM,WT,Human MCF10A cell lines
MCF10A,131-17-9,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=131-17-9&stat=gene_expression,13,1606.0,99.0,uM,WT,Human MCF10A cell lines
MCF10A,1330-78-5,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=1330-78-5&stat=gene_expression,50,3114.0,101.0,uM,TP53,Human MCF10A cell lines
MCF10A,1330-78-5,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=1330-78-5&stat=gene_expression,53,3114.0,11.0,uM,TP53,Human MCF10A cell lines
MCF10A,1330-78-5,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=1330-78-5&stat=gene_expression,26,3114.0,34.0,uM,TP53,Human MCF10A cell lines
MCF10A,1330-78-5,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=1330-78-5&stat=gene_expression,70,3114.0,101.0,uM,WT,Human MCF10A cell lines
MCF10A,1330-78-5,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=1330-78-5&stat=gene_expression,78,3114.0,11.0,uM,WT,Human MCF10A cell lines
MCF10A,1330-78-5,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=1330-78-5&stat=gene_expression,15,3114.0,34.0,uM,WT,Human MCF10A cell lines
MCF10A,13311-84-7,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=13311-84-7&stat=gene_expression,138,1861.0,100.0,uM,TP53,Human MCF10A cell lines
MCF10A,13311-84-7,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=13311-84-7&stat=gene_expression,44,1861.0,11.0,uM,TP53,Human MCF10A cell lines
MCF10A,13311-84-7,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=13311-84-7&stat=gene_expression,81,1861.0,33.0,uM,TP53,Human MCF10A cell lines
MCF10A,13311-84-7,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=13311-84-7&stat=gene_expression,264,1861.0,100.0,uM,WT,Human MCF10A cell lines
MCF10A,13311-84-7,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=13311-84-7&stat=gene_expression,54,1861.0,11.0,uM,WT,Human MCF10A cell lines
MCF10A,13311-84-7,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=13311-84-7&stat=gene_expression,90,1861.0,33.0,uM,WT,Human MCF10A cell lines
MCF10A,134-32-7,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=134-32-7&stat=gene_expression,131,10025.0,103.0,uM,TP53,Human MCF10A cell lines
MCF10A,134-32-7,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=134-32-7&stat=gene_expression,1164,10025.0,11.0,uM,TP53,Human MCF10A cell lines
MCF10A,134-32-7,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=134-32-7&stat=gene_expression,621,10025.0,34.0,uM,TP53,Human MCF10A cell lines
MCF10A,134-32-7,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=134-32-7&stat=gene_expression,1754,10025.0,103.0,uM,WT,Human MCF10A cell lines
MCF10A,134-32-7,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=134-32-7&stat=gene_expression,1332,10025.0,11.0,uM,WT,Human MCF10A cell lines
MCF10A,135-88-6,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=135-88-6&stat=gene_expression,262,10476.0,100.0,uM,TP53,Human MCF10A cell lines
MCF10A,135-88-6,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=135-88-6&stat=gene_expression,12,10476.0,11.0,uM,TP53,Human MCF10A cell lines
MCF10A,135-88-6,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=135-88-6&stat=gene_expression,103,10476.0,33.0,uM,TP53,Human MCF10A cell lines
MCF10A,135-88-6,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=135-88-6&stat=gene_expression,191,10476.0,100.0,uM,WT,Human MCF10A cell lines
MCF10A,135-88-6,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=135-88-6&stat=gene_expression,67,10476.0,11.0,uM,WT,Human MCF10A cell lines
MCF10A,135-88-6,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=135-88-6&stat=gene_expression,162,10476.0,33.0,uM,WT,Human MCF10A cell lines
MCF10A,136-77-6,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=136-77-6&stat=gene_expression,10,599.0,11.0,uM,TP53,Human MCF10A cell lines
MCF10A,136-77-6,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=136-77-6&stat=gene_expression,126,599.0,34.0,uM,TP53,Human MCF10A cell lines
MCF10A,136-77-6,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=136-77-6&stat=gene_expression,27,599.0,11.0,uM,WT,Human MCF10A cell lines
MCF10A,136-77-6,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=136-77-6&stat=gene_expression,53,599.0,34.0,uM,WT,Human MCF10A cell lines
MCF10A,13674-84-5,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=13674-84-5&stat=gene_expression,59,3147.0,101.0,uM,TP53,Human MCF10A cell lines
MCF10A,13674-84-5,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=13674-84-5&stat=gene_expression,25,3147.0,11.0,uM,TP53,Human MCF10A cell lines
MCF10A,13674-84-5,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=13674-84-5&stat=gene_expression,26,3147.0,34.0,uM,TP53,Human MCF10A cell lines
MCF10A,13674-84-5,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=13674-84-5&stat=gene_expression,348,3147.0,101.0,uM,WT,Human MCF10A cell lines
MCF10A,13674-84-5,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=13674-84-5&stat=gene_expression,39,3147.0,11.0,uM,WT,Human MCF10A cell lines
MCF10A,13674-84-5,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=13674-84-5&stat=gene_expression,19,3147.0,34.0,uM,WT,Human MCF10A cell lines
MCF10A,137-26-8,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=137-26-8&stat=gene_expression,1094,3022.0,100.0,uM,TP53,Human MCF10A cell lines
MCF10A,137-26-8,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=137-26-8&stat=gene_expression,38,3022.0,11.0,uM,TP53,Human MCF10A cell lines
MCF10A,137-26-8,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=137-26-8&stat=gene_expression,1183,3022.0,33.0,uM,TP53,Human MCF10A cell lines
MCF10A,137-26-8,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=137-26-8&stat=gene_expression,1071,3022.0,100.0,uM,WT,Human MCF10A cell lines
MCF10A,137-26-8,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=137-26-8&stat=gene_expression,56,3022.0,11.0,uM,WT,Human MCF10A cell lines
MCF10A,137-26-8,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=137-26-8&stat=gene_expression,983,3022.0,33.0,uM,WT,Human MCF10A cell lines
MCF10A,1461-22-9,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=1461-22-9&stat=gene_expression,52,3104.0,0.11,uM,TP53,Human MCF10A cell lines
MCF10A,1461-22-9,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=1461-22-9&stat=gene_expression,103,3104.0,0.33,uM,TP53,Human MCF10A cell lines
MCF10A,1461-22-9,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=1461-22-9&stat=gene_expression,29,3104.0,0.11,uM,WT,Human MCF10A cell lines
MCF10A,1461-22-9,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=1461-22-9&stat=gene_expression,103,3104.0,0.33,uM,WT,Human MCF10A cell lines
MCF10A,1461-22-9,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=1461-22-9&stat=gene_expression,1173,3104.0,1.0,uM,WT,Human MCF10A cell lines
MCF10A,148-24-3,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=148-24-3&stat=gene_expression,99,740.0,101.0,uM,TP53,Human MCF10A cell lines
MCF10A,148-24-3,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=148-24-3&stat=gene_expression,23,740.0,11.0,uM,TP53,Human MCF10A cell lines
MCF10A,148-24-3,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=148-24-3&stat=gene_expression,23,740.0,34.0,uM,TP53,Human MCF10A cell lines
MCF10A,148-24-3,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=148-24-3&stat=gene_expression,92,740.0,101.0,uM,WT,Human MCF10A cell lines
MCF10A,148-24-3,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=148-24-3&stat=gene_expression,23,740.0,11.0,uM,WT,Human MCF10A cell lines
MCF10A,148-24-3,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=148-24-3&stat=gene_expression,90,740.0,34.0,uM,WT,Human MCF10A cell lines
MCF10A,148-79-8,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=148-79-8&stat=gene_expression,40,3012.0,101.0,uM,TP53,Human MCF10A cell lines
MCF10A,148-79-8,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=148-79-8&stat=gene_expression,36,3012.0,11.0,uM,TP53,Human MCF10A cell lines
MCF10A,148-79-8,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=148-79-8&stat=gene_expression,53,3012.0,34.0,uM,TP53,Human MCF10A cell lines
MCF10A,148-79-8,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=148-79-8&stat=gene_expression,26,3012.0,101.0,uM,WT,Human MCF10A cell lines
MCF10A,148-79-8,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=148-79-8&stat=gene_expression,62,3012.0,11.0,uM,WT,Human MCF10A cell lines
MCF10A,148-79-8,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=148-79-8&stat=gene_expression,31,3012.0,34.0,uM,WT,Human MCF10A cell lines
MCF10A,1746-01-6,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=1746-01-6&stat=gene_expression,71,283.0,0.01,uM,TP53,Human MCF10A cell lines
MCF10A,1746-01-6,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=1746-01-6&stat=gene_expression,24,283.0,0.03,uM,TP53,Human MCF10A cell lines
MCF10A,1746-01-6,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=1746-01-6&stat=gene_expression,27,283.0,0.1,uM,TP53,Human MCF10A cell lines
MCF10A,1746-01-6,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=1746-01-6&stat=gene_expression,35,283.0,0.01,uM,WT,Human MCF10A cell lines
MCF10A,1746-01-6,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=1746-01-6&stat=gene_expression,65,283.0,0.03,uM,WT,Human MCF10A cell lines
MCF10A,1746-01-6,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=1746-01-6&stat=gene_expression,203,283.0,0.1,uM,WT,Human MCF10A cell lines
MCF10A,189-64-0,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=189-64-0&stat=gene_expression,58,1612.0,100.0,uM,TP53,Human MCF10A cell lines
MCF10A,189-64-0,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=189-64-0&stat=gene_expression,240,1612.0,11.0,uM,TP53,Human MCF10A cell lines
MCF10A,189-64-0,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=189-64-0&stat=gene_expression,158,1612.0,33.0,uM,TP53,Human MCF10A cell lines
MCF10A,189-64-0,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=189-64-0&stat=gene_expression,85,1612.0,100.0,uM,WT,Human MCF10A cell lines
MCF10A,189-64-0,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=189-64-0&stat=gene_expression,190,1612.0,11.0,uM,WT,Human MCF10A cell lines
MCF10A,189-64-0,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=189-64-0&stat=gene_expression,357,1612.0,33.0,uM,WT,Human MCF10A cell lines
MCF10A,191-30-0,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=191-30-0&stat=gene_expression,36,1616.0,11.0,uM,TP53,Human MCF10A cell lines
MCF10A,191-30-0,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=191-30-0&stat=gene_expression,36,1614.0,11.0,uM,TP53,Human MCF10A cell lines
MCF10A,191-30-0,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=191-30-0&stat=gene_expression,150,1616.0,32.0,uM,TP53,Human MCF10A cell lines
MCF10A,191-30-0,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=191-30-0&stat=gene_expression,150,1614.0,32.0,uM,TP53,Human MCF10A cell lines
