sample_number,sample_name,project_name,project_link,date_sample_start,date_sample_finish,sample_matrix,technology,parent_sample_number,child_sample_number,zf_sample_number,cas_number,location_lat,location_lon,location_name,location_alt_desc,instrument_value,instrument_value_qualifier,instrument_value_unit,instrument_moles,instrument_moles_qualifier,instrument_moles_unit,environmental_value,environmental_value_qualifier,environmental_value_unit,environmental_moles,environmental_moles_qualifier,environmental_moles_unit
M2310038,Mock Wristband 38,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-20 16:45:00,2023-04-27 16:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,205-12-9,,,,,0.152004,U,pg/uL,0.684018,U,pmol/uL,0.0318,U,ng/g wristband,0.1431,U,pmol/g wristband
M2310038,Mock Wristband 38,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-20 16:45:00,2023-04-27 16:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,192-97-2,,,,,7.923806,,pg/uL,31.52171,,pmol/uL,1.6577,,ng/g wristband,6.5945,,pmol/g wristband
M2310038,Mock Wristband 38,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-20 16:45:00,2023-04-27 16:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,191-24-2,,,,,5.690112,,pg/uL,20.59702,,pmol/uL,1.1904,,ng/g wristband,4.309,,pmol/g wristband
M2310038,Mock Wristband 38,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-20 16:45:00,2023-04-27 16:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,205-82-3,,,,,9.696708,,pg/uL,38.479,,pmol/uL,2.0286,,ng/g wristband,8.05,,pmol/g wristband
M2310038,Mock Wristband 38,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-20 16:45:00,2023-04-27 16:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,207-08-9,,,,,8.221122,,pg/uL,32.533158,,pmol/uL,1.7199,,ng/g wristband,6.8061,,pmol/g wristband
M2310038,Mock Wristband 38,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-20 16:45:00,2023-04-27 16:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,218-01-9,,,,,14.186084,,pg/uL,62.174416,,pmol/uL,2.9678,,ng/g wristband,13.0072,,pmol/g wristband
M2310038,Mock Wristband 38,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-20 16:45:00,2023-04-27 16:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,191-07-1,,,,,1.057336,U,pg/uL,3.39858,U,pmol/uL,0.2212,U,ng/g wristband,0.711,U,pmol/g wristband
M2310038,Mock Wristband 38,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-20 16:45:00,2023-04-27 16:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,27208-37-3,,,,,0.39196,U,pg/uL,1.76382,U,pmol/uL,0.082,U,ng/g wristband,0.369,U,pmol/g wristband
M2310038,Mock Wristband 38,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-20 16:45:00,2023-04-27 16:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,5385-75-1,,,,,0.696924,U,pg/uL,2.32308,U,pmol/uL,0.1458,U,ng/g wristband,0.486,U,pmol/g wristband
M2310038,Mock Wristband 38,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-20 16:45:00,2023-04-27 16:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,192-65-4,,,,,9.305704,U,pg/uL,30.918952,U,pmol/uL,1.9468,U,ng/g wristband,6.4684,U,pmol/g wristband
M2310038,Mock Wristband 38,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-20 16:45:00,2023-04-27 16:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,53-70-3,,,,,0.67876,U,pg/uL,2.409598,U,pmol/uL,0.142,U,ng/g wristband,0.5041,U,pmol/g wristband
M2310038,Mock Wristband 38,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-20 16:45:00,2023-04-27 16:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,189-64-0,,,,,0.92254,U,pg/uL,3.044382,U,pmol/uL,0.193,U,ng/g wristband,0.6369,U,pmol/g wristband
M2310038,Mock Wristband 38,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-20 16:45:00,2023-04-27 16:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,189-55-9,,,,,1.368036,U,pg/uL,4.610788,U,pmol/uL,0.2862,U,ng/g wristband,0.9646,U,pmol/g wristband
M2310038,Mock Wristband 38,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-20 16:45:00,2023-04-27 16:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,191-30-0,,,,,0.262422,U,pg/uL,0.903898,U,pmol/uL,0.0549,U,ng/g wristband,0.1891,U,pmol/g wristband
M2310038,Mock Wristband 38,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-20 16:45:00,2023-04-27 16:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,192-51-8,,,,,2.814464,U,pg/uL,9.410864,U,pmol/uL,0.5888,U,ng/g wristband,1.9688,U,pmol/g wristband
M2310038,Mock Wristband 38,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-20 16:45:00,2023-04-27 16:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,132-65-0,,,,,16.4671,,pg/uL,89.35732,,pmol/uL,3.445,,ng/g wristband,18.694,,pmol/g wristband
M2310038,Mock Wristband 38,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-20 16:45:00,2023-04-27 16:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,206-44-0,,,,,67.99072,,pg/uL,337.039712,,pmol/uL,14.224,,ng/g wristband,70.5104,,pmol/g wristband
M2310038,Mock Wristband 38,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-20 16:45:00,2023-04-27 16:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,86-73-7,,,,,42.1596,,pg/uL,254.44896,,pmol/uL,8.82,,ng/g wristband,53.232,,pmol/g wristband
M2310038,Mock Wristband 38,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-20 16:45:00,2023-04-27 16:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,193-39-5,,,,,0.1673,U,pg/uL,0.60228,U,pmol/uL,0.035,U,ng/g wristband,0.126,U,pmol/g wristband
M2310038,Mock Wristband 38,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-20 16:45:00,2023-04-27 16:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,91-20-3,,,,,191.8931,B,pg/uL,1496.54391,B,pmol/uL,40.145,B,ng/g wristband,313.0845,B,pmol/g wristband
M2310038,Mock Wristband 38,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-20 16:45:00,2023-04-27 16:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,111189-32-3,,,,,2.095552,U,pg/uL,7.007002,U,pmol/uL,0.4384,U,ng/g wristband,1.4659,U,pmol/g wristband
M2310038,Mock Wristband 38,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-20 16:45:00,2023-04-27 16:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,196-42-9,,,,,2.98272,U,pg/uL,9.97347,U,pmol/uL,0.624,U,ng/g wristband,2.0865,U,pmol/g wristband
M2310038,Mock Wristband 38,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-20 16:45:00,2023-04-27 16:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,206-06-4,,,,,1.391936,U,pg/uL,4.654286,U,pmol/uL,0.2912,U,ng/g wristband,0.9737,U,pmol/g wristband
M2310038,Mock Wristband 38,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-20 16:45:00,2023-04-27 16:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,193-09-9,,,,,2.768576,U,pg/uL,9.257426,U,pmol/uL,0.5792,U,ng/g wristband,1.9367,U,pmol/g wristband
M2310038,Mock Wristband 38,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-20 16:45:00,2023-04-27 16:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,205-83-4 & 238-04-0,,,,,1.22368,U,pg/uL,4.09168,U,pmol/uL,0.256,U,ng/g wristband,0.856,U,pmol/g wristband
M2310038,Mock Wristband 38,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-20 16:45:00,2023-04-27 16:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,207-18-1,,,,,2.309696,U,pg/uL,7.723046,U,pmol/uL,0.4832,U,ng/g wristband,1.6157,U,pmol/g wristband
M2310038,Mock Wristband 38,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-20 16:45:00,2023-04-27 16:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,77392-71-3 & 198-55-0,,,,,1.144332,U,pg/uL,4.637556,U,pmol/uL,0.2394,U,ng/g wristband,0.9702,U,pmol/g wristband
M2310038,Mock Wristband 38,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-20 16:45:00,2023-04-27 16:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,85-01-8,,,,,376.86476,,pg/uL,2115.42724,,pmol/uL,78.842,,ng/g wristband,442.558,,pmol/g wristband
M2310038,Mock Wristband 38,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-20 16:45:00,2023-04-27 16:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,129-00-0,,,,,16.0608,,pg/uL,79.420656,,pmol/uL,3.36,,ng/g wristband,16.6152,,pmol/g wristband
M2310038,Mock Wristband 38,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-20 16:45:00,2023-04-27 16:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,483-65-8,,,,,13.97672,,pg/uL,59.6066,,pmol/uL,2.924,,ng/g wristband,12.47,,pmol/g wristband
M2310038,Mock Wristband 38,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-20 16:45:00,2023-04-27 16:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,217-59-4,,,,,4.06539,,pg/uL,17.848998,,pmol/uL,0.8505,,ng/g wristband,3.7341,,pmol/g wristband
M2310039,Mock Wristband 39,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-23 17:45:00,2023-04-30 17:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,573-98-8,,,,,1.608948,U,pg/uL,10.547548,U,pmol/uL,0.3366,U,ng/g wristband,2.2066,U,pmol/g wristband
M2310039,Mock Wristband 39,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-23 17:45:00,2023-04-30 17:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,571-58-4,,,,,1.31928,U,pg/uL,8.57532,U,pmol/uL,0.276,U,ng/g wristband,1.794,U,pmol/g wristband
M2310039,Mock Wristband 39,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-23 17:45:00,2023-04-30 17:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,571-61-9,,,,,0.978466,U,pg/uL,6.338758,U,pmol/uL,0.2047,U,ng/g wristband,1.3261,U,pmol/g wristband
M2310039,Mock Wristband 39,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-23 17:45:00,2023-04-30 17:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,575-43-9 & 575-41-7,,,,,21.50044,,pg/uL,137.57796,,pmol/uL,4.498,,ng/g wristband,28.782,,pmol/g wristband
M2310039,Mock Wristband 39,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-23 17:45:00,2023-04-30 17:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,569-41-5,,,,,1.521952,U,pg/uL,9.892688,U,pmol/uL,0.3184,U,ng/g wristband,2.0696,U,pmol/g wristband
M2310039,Mock Wristband 39,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-23 17:45:00,2023-04-30 17:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,90-12-0,,,,,12.67656,B,pg/uL,89.29518,B,pmol/uL,2.652,B,ng/g wristband,18.681,B,pmol/g wristband
M2310039,Mock Wristband 39,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-23 17:45:00,2023-04-30 17:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,832-69-9,,,,,102.531,,pg/uL,534.391572,,pmol/uL,21.45,,ng/g wristband,111.7974,,pmol/g wristband
M2310039,Mock Wristband 39,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-23 17:45:00,2023-04-30 17:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,2381-21-7,,,,,4.623216,,pg/uL,21.278648,,pmol/uL,0.9672,,ng/g wristband,4.4516,,pmol/g wristband
M2310039,Mock Wristband 39,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-23 17:45:00,2023-04-30 17:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,613-06-9,,,,,0.354676,U,pg/uL,1.621376,U,pmol/uL,0.0742,U,ng/g wristband,0.3392,U,pmol/g wristband
M2310039,Mock Wristband 39,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-23 17:45:00,2023-04-30 17:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,59919-41-4,,,,,0.634784,U,pg/uL,3.411964,U,pmol/uL,0.1328,U,ng/g wristband,0.7138,U,pmol/g wristband
M2310039,Mock Wristband 39,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-23 17:45:00,2023-04-30 17:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,581-42-0,,,,,1.348916,U,pg/uL,8.886976,U,pmol/uL,0.2822,U,ng/g wristband,1.8592,U,pmol/g wristband
M2310039,Mock Wristband 39,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-23 17:45:00,2023-04-30 17:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,939-27-5,,,,,1.235152,U,pg/uL,7.930976,U,pmol/uL,0.2584,U,ng/g wristband,1.6592,U,pmol/g wristband
M2310039,Mock Wristband 39,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-23 17:45:00,2023-04-30 17:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,613-12-7,,,,,0.395784,U,pg/uL,2.110848,U,pmol/uL,0.0828,U,ng/g wristband,0.4416,U,pmol/g wristband
M2310039,Mock Wristband 39,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-23 17:45:00,2023-04-30 17:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,91-57-6,,,,,23.734612,B,pg/uL,166.958708,B,pmol/uL,4.9654,B,ng/g wristband,34.9286,B,pmol/g wristband
M2310039,Mock Wristband 39,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-23 17:45:00,2023-04-30 17:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,2531-84-2,,,,,161.96552,,pg/uL,844.604968,,pmol/uL,33.884,,ng/g wristband,176.6956,,pmol/g wristband
M2310039,Mock Wristband 39,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-23 17:45:00,2023-04-30 17:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,1576-67-6,,,,,21.871368,,pg/uL,105.978336,,pmol/uL,4.5756,,ng/g wristband,22.1712,,pmol/g wristband
M2310039,Mock Wristband 39,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-23 17:45:00,2023-04-30 17:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,3697-24-3,,,,,1.167276,U,pg/uL,4.77522,U,pmol/uL,0.2442,U,ng/g wristband,0.999,U,pmol/g wristband
M2310039,Mock Wristband 39,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-23 17:45:00,2023-04-30 17:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,1705-85-7,,,,,0.520064,U,pg/uL,2.202624,U,pmol/uL,0.1088,U,ng/g wristband,0.4608,U,pmol/g wristband
M2310039,Mock Wristband 39,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-23 17:45:00,2023-04-30 17:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,57-97-6,,,,,1.411056,U,pg/uL,5.644224,U,pmol/uL,0.2952,U,ng/g wristband,1.1808,U,pmol/g wristband
M2310039,Mock Wristband 39,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-23 17:45:00,2023-04-30 17:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,781-43-1,,,,,0.763844,U,pg/uL,3.639492,U,pmol/uL,0.1598,U,ng/g wristband,0.7614,U,pmol/g wristband
M2310039,Mock Wristband 39,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-23 17:45:00,2023-04-30 17:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,779-02-2,,,,,0.755718,U,pg/uL,3.956406,U,pmol/uL,0.1581,U,ng/g wristband,0.8277,U,pmol/g wristband
M2310039,Mock Wristband 39,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-23 17:45:00,2023-04-30 17:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,83-32-9,,,,,0.55209,U,pg/uL,3.57544,U,pmol/uL,0.1155,U,ng/g wristband,0.748,U,pmol/g wristband
M2310039,Mock Wristband 39,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-23 17:45:00,2023-04-30 17:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,208-96-8,,,,,2.220788,U,pg/uL,14.4834,U,pmol/uL,0.4646,U,ng/g wristband,3.03,U,pmol/g wristband
M2310039,Mock Wristband 39,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-23 17:45:00,2023-04-30 17:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,191-26-4,,,,,0.223704,U,pg/uL,0.857532,U,pmol/uL,0.0468,U,ng/g wristband,0.1794,U,pmol/g wristband
M2310039,Mock Wristband 39,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-23 17:45:00,2023-04-30 17:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,120-12-7,,,,,24.733632,,pg/uL,138.832232,,pmol/uL,5.1744,,ng/g wristband,29.0444,,pmol/g wristband
M2310039,Mock Wristband 39,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-23 17:45:00,2023-04-30 17:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,56-55-3,,,,,8.61595,,pg/uL,37.72615,,pmol/uL,1.8025,,ng/g wristband,7.8925,,pmol/g wristband
M2310039,Mock Wristband 39,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-23 17:45:00,2023-04-30 17:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,202-33-5 & 199-54-2,,,,,2.902416,U,pg/uL,11.43376,U,pmol/uL,0.6072,U,ng/g wristband,2.392,U,pmol/g wristband
M2310039,Mock Wristband 39,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-23 17:45:00,2023-04-30 17:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,213-46-7,,,,,1.30494,U,pg/uL,4.84692,U,pmol/uL,0.273,U,ng/g wristband,1.014,U,pmol/g wristband
M2310039,Mock Wristband 39,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-23 17:45:00,2023-04-30 17:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,238-84-6,,,,,1.530078,U,pg/uL,7.001266,U,pmol/uL,0.3201,U,ng/g wristband,1.4647,U,pmol/g wristband
M2310039,Mock Wristband 39,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-23 17:45:00,2023-04-30 17:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,50-32-8,,,,,2.000908,U,pg/uL,8.003632,U,pmol/uL,0.4186,U,ng/g wristband,1.6744,U,pmol/g wristband
M2310039,Mock Wristband 39,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-23 17:45:00,2023-04-30 17:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,205-99-2,,,,,12.92512,,pg/uL,51.377352,,pmol/uL,2.704,,ng/g wristband,10.7484,,pmol/g wristband
M2310039,Mock Wristband 39,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-23 17:45:00,2023-04-30 17:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,243-17-4,,,,,2.381874,U,pg/uL,10.898878,U,pmol/uL,0.4983,U,ng/g wristband,2.2801,U,pmol/g wristband
M2310039,Mock Wristband 39,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-23 17:45:00,2023-04-30 17:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,197-70-6,,,,,1.687818,U,pg/uL,5.523768,U,pmol/uL,0.3531,U,ng/g wristband,1.1556,U,pmol/g wristband
M2310039,Mock Wristband 39,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-23 17:45:00,2023-04-30 17:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,205-12-9,,,,,0.235176,U,pg/uL,1.058292,U,pmol/uL,0.0492,U,ng/g wristband,0.2214,U,pmol/g wristband
M2310039,Mock Wristband 39,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-23 17:45:00,2023-04-30 17:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,192-97-2,,,,,10.26744,,pg/uL,40.898636,,pmol/uL,2.148,,ng/g wristband,8.5562,,pmol/g wristband
M2310039,Mock Wristband 39,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-23 17:45:00,2023-04-30 17:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,191-24-2,,,,,14.867712,,pg/uL,53.740584,,pmol/uL,3.1104,,ng/g wristband,11.2428,,pmol/g wristband
M2310039,Mock Wristband 39,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-23 17:45:00,2023-04-30 17:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,205-82-3,,,,,8.898448,,pg/uL,35.165982,,pmol/uL,1.8616,,ng/g wristband,7.3569,,pmol/g wristband
M2310039,Mock Wristband 39,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-23 17:45:00,2023-04-30 17:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,207-08-9,,,,,7.941492,,pg/uL,31.56234,,pmol/uL,1.6614,,ng/g wristband,6.603,,pmol/g wristband
M2310039,Mock Wristband 39,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-23 17:45:00,2023-04-30 17:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,218-01-9,,,,,12.748738,,pg/uL,55.871986,,pmol/uL,2.6671,,ng/g wristband,11.6887,,pmol/g wristband
M2310039,Mock Wristband 39,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-23 17:45:00,2023-04-30 17:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,191-07-1,,,,,1.043952,U,pg/uL,3.430128,U,pmol/uL,0.2184,U,ng/g wristband,0.7176,U,pmol/g wristband
M2310039,Mock Wristband 39,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-23 17:45:00,2023-04-30 17:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,27208-37-3,,,,,0.70744,U,pg/uL,3.254224,U,pmol/uL,0.148,U,ng/g wristband,0.6808,U,pmol/g wristband
M2310039,Mock Wristband 39,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-23 17:45:00,2023-04-30 17:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,5385-75-1,,,,,0.38718,U,pg/uL,1.2906,U,pmol/uL,0.081,U,ng/g wristband,0.27,U,pmol/g wristband
M2310039,Mock Wristband 39,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-23 17:45:00,2023-04-30 17:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,192-65-4,,,,,11.322864,U,pg/uL,37.563152,U,pmol/uL,2.3688,U,ng/g wristband,7.8584,U,pmol/g wristband
M2310039,Mock Wristband 39,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-23 17:45:00,2023-04-30 17:45:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,53-70-3,,,,,1.15676,U,pg/uL,4.164336,U,pmol/uL,0.242,U,ng/g wristband,0.8712,U,pmol/g wristband
