SampleNumber,date_sampled,sample_matrix,technology,Sample_ID,zf_lims_id,cas_number,ClientName,SampleName,LocationLat,LocationLon,LocationName,LocationAlternateDescription,AlternateName,Chemical_ID,measurement_value,measurement_value_qualifier,measurement_value_unit,measurement_value_molar,measurement_value_molar_unit,environment_concentration,environment_concentration_qualifier,environment_concentration_unit,environment_concentration_molar,environment_concentration_molar_unit,parentSampleNumber,childSampleNumber,projectName,date_sample_start,projectLink
10AUG09-01-005,2010-08-05 14:00:00,PSD-Water,LFT - Spiked,NULL,10AUG09-01-013,206-44-0,NULL,MS-LFT-W-SPK,30.35931,-89.08617,"Gulfport, Mississippi",NULL,"Gulfport, MS",0,3420,NULL,pg/uL,16909.7,pmol/mL,3.3,NULL,ng/L,0.0163164,nmol/L,NULL,NULL,NA,NA,NA
10AUG09-01-005,2010-08-05 14:00:00,PSD-Water,LFT - Spiked,NULL,10AUG09-01-013,207-08-9,NULL,MS-LFT-W-SPK,30.35931,-89.08617,"Gulfport, Mississippi",NULL,"Gulfport, MS",0,86.7,NULL,pg/uL,343.626,pmol/mL,0.089,NULL,ng/L,0.000352742,nmol/L,NULL,NULL,NA,NA,NA
10AUG09-01-005,2010-08-05 14:00:00,PSD-Water,LFT - Spiked,NULL,10AUG09-01-013,208-96-8,NULL,MS-LFT-W-SPK,30.35931,-89.08617,"Gulfport, Mississippi",NULL,"Gulfport, MS",0,40.3,NULL,pg/uL,264.797,pmol/mL,0.161,NULL,ng/L,0.00105787,nmol/L,NULL,NULL,NA,NA,NA
10AUG09-01-005,2010-08-05 14:00:00,PSD-Water,LFT - Spiked,NULL,10AUG09-01-013,218-01-9,NULL,MS-LFT-W-SPK,30.35931,-89.08617,"Gulfport, Mississippi",NULL,"Gulfport, MS",0,676,NULL,pg/uL,2961.17,pmol/mL,0.645,NULL,ng/L,0.00282538,nmol/L,NULL,NULL,NA,NA,NA
10AUG09-01-005,2010-08-05 14:00:00,PSD-Water,LFT - Spiked,NULL,10AUG09-01-013,2381-21-7,NULL,MS-LFT-W-SPK,30.35931,-89.08617,"Gulfport, Mississippi",NULL,"Gulfport, MS",0,56.7,NULL,pg/uL,262.164,pmol/mL,0.053,NULL,ng/L,0.000245056,nmol/L,NULL,NULL,NA,NA,NA
10AUG09-01-005,2010-08-05 14:00:00,PSD-Water,LFT - Spiked,NULL,10AUG09-01-013,2531-84-2,NULL,MS-LFT-W-SPK,30.35931,-89.08617,"Gulfport, Mississippi",NULL,"Gulfport, MS",0,457,NULL,pg/uL,2377.04,pmol/mL,0.52,NULL,ng/L,0.00270473,nmol/L,NULL,NULL,NA,NA,NA
10AUG09-01-005,2010-08-05 14:00:00,PSD-Water,LFT - Spiked,NULL,10AUG09-01-013,483-65-8,NULL,MS-LFT-W-SPK,30.35931,-89.08617,"Gulfport, Mississippi",NULL,"Gulfport, MS",0,148,NULL,pg/uL,631.573,pmol/mL,0.167,NULL,ng/L,0.000712653,nmol/L,NULL,NULL,NA,NA,NA
10AUG09-01-005,2010-08-05 14:00:00,PSD-Water,LFT - Spiked,NULL,10AUG09-01-013,50-32-8,NULL,MS-LFT-W-SPK,30.35931,-89.08617,"Gulfport, Mississippi",NULL,"Gulfport, MS",0,37.4,NULL,pg/uL,148.231,pmol/mL,0.039,NULL,ng/L,0.000154572,nmol/L,NULL,NULL,NA,NA,NA
10AUG09-01-005,2010-08-05 14:00:00,PSD-Water,LFT - Spiked,NULL,10AUG09-01-013,53-70-3,NULL,MS-LFT-W-SPK,30.35931,-89.08617,"Gulfport, Mississippi",NULL,"Gulfport, MS",0,0,NULL,pg/uL,0,pmol/mL,BDL,NULL,ng/L,nc:BDL,nmol/L,NULL,NULL,NA,NA,NA
10AUG09-01-005,2010-08-05 14:00:00,PSD-Water,LFT - Spiked,NULL,10AUG09-01-013,56-55-3,NULL,MS-LFT-W-SPK,30.35931,-89.08617,"Gulfport, Mississippi",NULL,"Gulfport, MS",0,285,NULL,pg/uL,1248.42,pmol/mL,0.269,NULL,ng/L,0.00117834,nmol/L,NULL,NULL,NA,NA,NA
10AUG09-01-005,2010-08-05 14:00:00,PSD-Water,LFT - Spiked,NULL,10AUG09-01-013,573-98-8,NULL,MS-LFT-W-SPK,30.35931,-89.08617,"Gulfport, Mississippi",NULL,"Gulfport, MS",0,BDL,NULL,pg/uL,BDL,pmol/mL,BDL,NULL,ng/L,nc:BDL,nmol/L,NULL,NULL,NA,NA,NA
10AUG09-01-005,2010-08-05 14:00:00,PSD-Water,LFT - Spiked,NULL,10AUG09-01-013,575-43-9,NULL,MS-LFT-W-SPK,30.35931,-89.08617,"Gulfport, Mississippi",NULL,"Gulfport, MS",0,154,NULL,pg/uL,985.766,pmol/mL,0.338,NULL,ng/L,0.00216356,nmol/L,NULL,NULL,NA,NA,NA
10AUG09-01-005,2010-08-05 14:00:00,PSD-Water,LFT - Spiked,NULL,10AUG09-01-013,613-06-9,NULL,MS-LFT-W-SPK,30.35931,-89.08617,"Gulfport, Mississippi",NULL,"Gulfport, MS",0,0,NULL,pg/uL,0,pmol/mL,BDL,NULL,ng/L,nc:BDL,nmol/L,NULL,NULL,NA,NA,NA
10AUG09-01-005,2010-08-05 14:00:00,PSD-Water,LFT - Spiked,NULL,10AUG09-01-013,613-12-7,NULL,MS-LFT-W-SPK,30.35931,-89.08617,"Gulfport, Mississippi",NULL,"Gulfport, MS",0,0,NULL,pg/uL,0,pmol/mL,BDL,NULL,ng/L,nc:BDL,nmol/L,NULL,NULL,NA,NA,NA
10AUG09-01-005,2010-08-05 14:00:00,PSD-Water,LFT - Spiked,NULL,10AUG09-01-013,779-02-2,NULL,MS-LFT-W-SPK,30.35931,-89.08617,"Gulfport, Mississippi",NULL,"Gulfport, MS",0,0,NULL,pg/uL,0,pmol/mL,BDL,NULL,ng/L,nc:BDL,nmol/L,NULL,NULL,NA,NA,NA
10AUG09-01-005,2010-08-05 14:00:00,PSD-Water,LFT - Spiked,NULL,10AUG09-01-013,781-43-1,NULL,MS-LFT-W-SPK,30.35931,-89.08617,"Gulfport, Mississippi",NULL,"Gulfport, MS",0,0,NULL,pg/uL,0,pmol/mL,BDL,NULL,ng/L,nc:BDL,nmol/L,NULL,NULL,NA,NA,NA
10AUG09-01-005,2010-08-05 14:00:00,PSD-Water,LFT - Spiked,NULL,10AUG09-01-013,832-69-9,NULL,MS-LFT-W-SPK,30.35931,-89.08617,"Gulfport, Mississippi",NULL,"Gulfport, MS",0,128,NULL,pg/uL,665.78,pmol/mL,0.129,NULL,ng/L,0.000670981,nmol/L,NULL,NULL,NA,NA,NA
10AUG09-01-005,2010-08-05 14:00:00,PSD-Water,LFT - Spiked,NULL,10AUG09-01-013,83-32-9,NULL,MS-LFT-W-SPK,30.35931,-89.08617,"Gulfport, Mississippi",NULL,"Gulfport, MS",0,459,NULL,pg/uL,2976.65,pmol/mL,1.92,NULL,ng/L,0.0124514,nmol/L,NULL,NULL,NA,NA,NA
10AUG09-01-005,2010-08-05 14:00:00,PSD-Water,LFT - Spiked,NULL,10AUG09-01-013,85-01-8,NULL,MS-LFT-W-SPK,30.35931,-89.08617,"Gulfport, Mississippi",NULL,"Gulfport, MS",0,1210,NULL,pg/uL,6789.01,pmol/mL,1.79,NULL,ng/L,0.0100432,nmol/L,NULL,NULL,NA,NA,NA
10AUG09-01-005,2010-08-05 14:00:00,PSD-Water,LFT - Spiked,NULL,10AUG09-01-013,86-73-7,NULL,MS-LFT-W-SPK,30.35931,-89.08617,"Gulfport, Mississippi",NULL,"Gulfport, MS",0,514,NULL,pg/uL,3092.32,pmol/mL,1.29,NULL,ng/L,0.00776087,nmol/L,NULL,NULL,NA,NA,NA
10AUG09-01-005,2010-08-05 14:00:00,PSD-Water,LFT - Spiked,NULL,10AUG09-01-013,90-12-0,NULL,MS-LFT-W-SPK,30.35931,-89.08617,"Gulfport, Mississippi",NULL,"Gulfport, MS",0,275,NULL,pg/uL,1933.94,pmol/mL,1.29,NULL,ng/L,0.00907191,nmol/L,NULL,NULL,NA,NA,NA
10AUG09-01-005,2010-08-05 14:00:00,PSD-Water,LFT - Spiked,NULL,10AUG09-01-013,91-20-3,NULL,MS-LFT-W-SPK,30.35931,-89.08617,"Gulfport, Mississippi",NULL,"Gulfport, MS",0,291,NULL,pg/uL,2270.41,pmol/mL,4.92,NULL,ng/L,0.0383864,nmol/L,NULL,NULL,NA,NA,NA
10AUG09-01-005,2010-08-05 14:00:00,PSD-Water,LFT - Spiked,NULL,10AUG09-01-013,91-57-6,NULL,MS-LFT-W-SPK,30.35931,-89.08617,"Gulfport, Mississippi",NULL,"Gulfport, MS",0,260,NULL,pg/uL,1828.45,pmol/mL,1.24,NULL,ng/L,0.00872029,nmol/L,NULL,NULL,NA,NA,NA
10JUL11-01-001,2010-07-08 16:00:00,PSD-Water,LFT - Spiked,NULL,10JUL11-01-009,120-12-7,NULL,FL-LFT-W-SPK,30.32082,-87.25599,"Pensacola, Florida",NULL,"Fort Pickens, FL",0,54.3,NULL,pg/uL,304.664,pmol/mL,0.081,NULL,ng/L,0.000454471,nmol/L,NULL,NULL,NA,NA,NA
10JUL11-01-001,2010-07-08 16:00:00,PSD-Water,LFT - Spiked,NULL,10JUL11-01-009,129-00-0,NULL,FL-LFT-W-SPK,30.32082,-87.25599,"Pensacola, Florida",NULL,"Fort Pickens, FL",0,555,NULL,pg/uL,2744.12,pmol/mL,0.444,NULL,ng/L,0.0021953,nmol/L,NULL,NULL,NA,NA,NA
10JUL11-01-001,2010-07-08 16:00:00,PSD-Water,LFT - Spiked,NULL,10JUL11-01-009,132-65-0,NULL,FL-LFT-W-SPK,30.32082,-87.25599,"Pensacola, Florida",NULL,"Fort Pickens, FL",0,21.3,NULL,pg/uL,115.599,pmol/mL,0.035,NULL,ng/L,0.000189952,nmol/L,NULL,NULL,NA,NA,NA
10JUL11-01-001,2010-07-08 16:00:00,PSD-Water,LFT - Spiked,NULL,10JUL11-01-009,1576-67-6,NULL,FL-LFT-W-SPK,30.32082,-87.25599,"Pensacola, Florida",NULL,"Fort Pickens, FL",0,188,NULL,pg/uL,911.372,pmol/mL,0.141,NULL,ng/L,0.000683529,nmol/L,NULL,NULL,NA,NA,NA
10JUL11-01-001,2010-07-08 16:00:00,PSD-Water,LFT - Spiked,NULL,10JUL11-01-009,1705-85-7,NULL,FL-LFT-W-SPK,30.32082,-87.25599,"Pensacola, Florida",NULL,"Fort Pickens, FL",0,21,NULL,pg/uL,86.6642,pmol/mL,0.017,NULL,ng/L,7.02E-05,nmol/L,NULL,NULL,NA,NA,NA
10JUL11-01-001,2010-07-08 16:00:00,PSD-Water,LFT - Spiked,NULL,10JUL11-01-009,191-24-2,NULL,FL-LFT-W-SPK,30.32082,-87.25599,"Pensacola, Florida",NULL,"Fort Pickens, FL",0,15.6,NULL,pg/uL,56.4541,pmol/mL,0.016,NULL,ng/L,5.79E-05,nmol/L,NULL,NULL,NA,NA,NA
10JUL11-01-001,2010-07-08 16:00:00,PSD-Water,LFT - Spiked,NULL,10JUL11-01-009,191-30-0,NULL,FL-LFT-W-SPK,30.32082,-87.25599,"Pensacola, Florida",NULL,"Fort Pickens, FL",0,0,NULL,pg/uL,0,pmol/mL,BDL,NULL,ng/L,nc:BDL,nmol/L,NULL,NULL,NA,NA,NA
10JUL11-01-001,2010-07-08 16:00:00,PSD-Water,LFT - Spiked,NULL,10JUL11-01-009,192-97-2,NULL,FL-LFT-W-SPK,30.32082,-87.25599,"Pensacola, Florida",NULL,"Fort Pickens, FL",0,46.4,NULL,pg/uL,183.908,pmol/mL,0.043,NULL,ng/L,0.000170432,nmol/L,NULL,NULL,NA,NA,NA
10JUL11-01-001,2010-07-08 16:00:00,PSD-Water,LFT - Spiked,NULL,10JUL11-01-009,193-39-5,NULL,FL-LFT-W-SPK,30.32082,-87.25599,"Pensacola, Florida",NULL,"Fort Pickens, FL",0,19.9,NULL,pg/uL,72.0152,pmol/mL,0.021,NULL,ng/L,7.60E-05,nmol/L,NULL,NULL,NA,NA,NA
10JUL11-01-001,2010-07-08 16:00:00,PSD-Water,LFT - Spiked,NULL,10JUL11-01-009,205-99-2,NULL,FL-LFT-W-SPK,30.32082,-87.25599,"Pensacola, Florida",NULL,"Fort Pickens, FL",0,122,NULL,pg/uL,483.551,pmol/mL,0.091,NULL,ng/L,0.000360682,nmol/L,NULL,NULL,NA,NA,NA
10JUL11-01-001,2010-07-08 16:00:00,PSD-Water,LFT - Spiked,NULL,10JUL11-01-009,206-44-0,NULL,FL-LFT-W-SPK,30.32082,-87.25599,"Pensacola, Florida",NULL,"Fort Pickens, FL",0,849,NULL,pg/uL,4197.76,pmol/mL,0.67,NULL,ng/L,0.00331272,nmol/L,NULL,NULL,NA,NA,NA
10JUL11-01-001,2010-07-08 16:00:00,PSD-Water,LFT - Spiked,NULL,10JUL11-01-009,207-08-9,NULL,FL-LFT-W-SPK,30.32082,-87.25599,"Pensacola, Florida",NULL,"Fort Pickens, FL",0,39.2,NULL,pg/uL,155.365,pmol/mL,0.032,NULL,ng/L,0.000126828,nmol/L,NULL,NULL,NA,NA,NA
10JUL11-01-001,2010-07-08 16:00:00,PSD-Water,LFT - Spiked,NULL,10JUL11-01-009,208-96-8,NULL,FL-LFT-W-SPK,30.32082,-87.25599,"Pensacola, Florida",NULL,"Fort Pickens, FL",0,0,NULL,pg/uL,0,pmol/mL,BDL,NULL,ng/L,nc:BDL,nmol/L,NULL,NULL,NA,NA,NA
10JUL11-01-001,2010-07-08 16:00:00,PSD-Water,LFT - Spiked,NULL,10JUL11-01-009,218-01-9,NULL,FL-LFT-W-SPK,30.32082,-87.25599,"Pensacola, Florida",NULL,"Fort Pickens, FL",0,607,NULL,pg/uL,2658.92,pmol/mL,0.458,NULL,ng/L,0.00200624,nmol/L,NULL,NULL,NA,NA,NA
10JUL11-01-001,2010-07-08 16:00:00,PSD-Water,LFT - Spiked,NULL,10JUL11-01-009,2381-21-7,NULL,FL-LFT-W-SPK,30.32082,-87.25599,"Pensacola, Florida",NULL,"Fort Pickens, FL",0,31.2,NULL,pg/uL,144.259,pmol/mL,0.023,NULL,ng/L,0.000106345,nmol/L,NULL,NULL,NA,NA,NA
10JUL11-01-001,2010-07-08 16:00:00,PSD-Water,LFT - Spiked,NULL,10JUL11-01-009,2531-84-2,NULL,FL-LFT-W-SPK,30.32082,-87.25599,"Pensacola, Florida",NULL,"Fort Pickens, FL",0,339,NULL,pg/uL,1763.28,pmol/mL,0.325,NULL,ng/L,0.00169046,nmol/L,NULL,NULL,NA,NA,NA
10JUL11-01-001,2010-07-08 16:00:00,PSD-Water,LFT - Spiked,NULL,10JUL11-01-009,483-65-8,NULL,FL-LFT-W-SPK,30.32082,-87.25599,"Pensacola, Florida",NULL,"Fort Pickens, FL",0,0,NULL,pg/uL,0,pmol/mL,BDL,NULL,ng/L,nc:BDL,nmol/L,NULL,NULL,NA,NA,NA
10JUL11-01-001,2010-07-08 16:00:00,PSD-Water,LFT - Spiked,NULL,10JUL11-01-009,50-32-8,NULL,FL-LFT-W-SPK,30.32082,-87.25599,"Pensacola, Florida",NULL,"Fort Pickens, FL",0,0,NULL,pg/uL,0,pmol/mL,BDL,NULL,ng/L,nc:BDL,nmol/L,NULL,NULL,NA,NA,NA
10JUL11-01-001,2010-07-08 16:00:00,PSD-Water,LFT - Spiked,NULL,10JUL11-01-009,53-70-3,NULL,FL-LFT-W-SPK,30.32082,-87.25599,"Pensacola, Florida",NULL,"Fort Pickens, FL",0,0,NULL,pg/uL,0,pmol/mL,BDL,NULL,ng/L,nc:BDL,nmol/L,NULL,NULL,NA,NA,NA
10JUL11-01-001,2010-07-08 16:00:00,PSD-Water,LFT - Spiked,NULL,10JUL11-01-009,56-55-3,NULL,FL-LFT-W-SPK,30.32082,-87.25599,"Pensacola, Florida",NULL,"Fort Pickens, FL",0,110,NULL,pg/uL,481.847,pmol/mL,0.083,NULL,ng/L,0.000363576,nmol/L,NULL,NULL,NA,NA,NA
10JUL11-01-001,2010-07-08 16:00:00,PSD-Water,LFT - Spiked,NULL,10JUL11-01-009,573-98-8,NULL,FL-LFT-W-SPK,30.32082,-87.25599,"Pensacola, Florida",NULL,"Fort Pickens, FL",0,BDL,NULL,pg/uL,BDL,pmol/mL,BDL,NULL,ng/L,nc:BDL,nmol/L,NULL,NULL,NA,NA,NA
10JUL11-01-001,2010-07-08 16:00:00,PSD-Water,LFT - Spiked,NULL,10JUL11-01-009,575-43-9,NULL,FL-LFT-W-SPK,30.32082,-87.25599,"Pensacola, Florida",NULL,"Fort Pickens, FL",0,48.1,NULL,pg/uL,307.892,pmol/mL,0.098,NULL,ng/L,0.000627306,nmol/L,NULL,NULL,NA,NA,NA
10JUL11-01-001,2010-07-08 16:00:00,PSD-Water,LFT - Spiked,NULL,10JUL11-01-009,613-06-9,NULL,FL-LFT-W-SPK,30.32082,-87.25599,"Pensacola, Florida",NULL,"Fort Pickens, FL",0,0,NULL,pg/uL,0,pmol/mL,BDL,NULL,ng/L,nc:BDL,nmol/L,NULL,NULL,NA,NA,NA
10JUL11-01-001,2010-07-08 16:00:00,PSD-Water,LFT - Spiked,NULL,10JUL11-01-009,613-12-7,NULL,FL-LFT-W-SPK,30.32082,-87.25599,"Pensacola, Florida",NULL,"Fort Pickens, FL",0,621,NULL,pg/uL,3230.07,pmol/mL,0.542,NULL,ng/L,0.00281916,nmol/L,NULL,NULL,NA,NA,NA
10JUL11-01-001,2010-07-08 16:00:00,PSD-Water,LFT - Spiked,NULL,10JUL11-01-009,779-02-2,NULL,FL-LFT-W-SPK,30.32082,-87.25599,"Pensacola, Florida",NULL,"Fort Pickens, FL",0,0,NULL,pg/uL,0,pmol/mL,BDL,NULL,ng/L,nc:BDL,nmol/L,NULL,NULL,NA,NA,NA
10JUL11-01-001,2010-07-08 16:00:00,PSD-Water,LFT - Spiked,NULL,10JUL11-01-009,781-43-1,NULL,FL-LFT-W-SPK,30.32082,-87.25599,"Pensacola, Florida",NULL,"Fort Pickens, FL",0,0,NULL,pg/uL,0,pmol/mL,BDL,NULL,ng/L,nc:BDL,nmol/L,NULL,NULL,NA,NA,NA
10JUL11-01-001,2010-07-08 16:00:00,PSD-Water,LFT - Spiked,NULL,10JUL11-01-009,832-69-9,NULL,FL-LFT-W-SPK,30.32082,-87.25599,"Pensacola, Florida",NULL,"Fort Pickens, FL",0,405,NULL,pg/uL,2106.57,pmol/mL,0.338,NULL,ng/L,0.00175807,nmol/L,NULL,NULL,NA,NA,NA
10JUL11-01-001,2010-07-08 16:00:00,PSD-Water,LFT - Spiked,NULL,10JUL11-01-009,83-32-9,NULL,FL-LFT-W-SPK,30.32082,-87.25599,"Pensacola, Florida",NULL,"Fort Pickens, FL",0,0,NULL,pg/uL,0,pmol/mL,BDL,NULL,ng/L,nc:BDL,nmol/L,NULL,NULL,NA,NA,NA
10JUL11-01-001,2010-07-08 16:00:00,PSD-Water,LFT - Spiked,NULL,10JUL11-01-009,85-01-8,NULL,FL-LFT-W-SPK,30.32082,-87.25599,"Pensacola, Florida",NULL,"Fort Pickens, FL",0,149,NULL,pg/uL,836.002,pmol/mL,0.193,NULL,ng/L,0.00108288,nmol/L,NULL,NULL,NA,NA,NA
10JUL11-01-001,2010-07-08 16:00:00,PSD-Water,LFT - Spiked,NULL,10JUL11-01-009,86-73-7,NULL,FL-LFT-W-SPK,30.32082,-87.25599,"Pensacola, Florida",NULL,"Fort Pickens, FL",0,79.8,NULL,pg/uL,480.091,pmol/mL,0.187,NULL,ng/L,0.00112503,nmol/L,NULL,NULL,NA,NA,NA
10JUL11-01-001,2010-07-08 16:00:00,PSD-Water,LFT - Spiked,NULL,10JUL11-01-009,90-12-0,NULL,FL-LFT-W-SPK,30.32082,-87.25599,"Pensacola, Florida",NULL,"Fort Pickens, FL",0,43.6,NULL,pg/uL,306.617,pmol/mL,0.199,NULL,ng/L,0.00139947,nmol/L,NULL,NULL,NA,NA,NA
10JUL11-01-001,2010-07-08 16:00:00,PSD-Water,LFT - Spiked,NULL,10JUL11-01-009,91-20-3,NULL,FL-LFT-W-SPK,30.32082,-87.25599,"Pensacola, Florida",NULL,"Fort Pickens, FL",0,0,NULL,pg/uL,0,pmol/mL,BDL,NULL,ng/L,nc:BDL,nmol/L,NULL,NULL,NA,NA,NA
10JUL11-01-001,2010-07-08 16:00:00,PSD-Water,LFT - Spiked,NULL,10JUL11-01-009,91-57-6,NULL,FL-LFT-W-SPK,30.32082,-87.25599,"Pensacola, Florida",NULL,"Fort Pickens, FL",0,67.8,NULL,pg/uL,476.803,pmol/mL,0.317,NULL,ng/L,0.0022293,nmol/L,NULL,NULL,NA,NA,NA
10JUL11-01-003,2010-07-07 18:30:00,PSD-Water,LFT - Spiked,NULL,10JUL11-01-011,120-12-7,NULL,AL-LFT-W-SPK,30.25469,-87.81307,"Gulf Shores, Alabama",NULL,"Bon Secour, AL",0,222,NULL,pg/uL,1245.59,pmol/mL,0.305,NULL,ng/L,0.00171128,nmol/L,NULL,NULL,NA,NA,NA
10JUL11-01-003,2010-07-07 18:30:00,PSD-Water,LFT - Spiked,NULL,10JUL11-01-011,129-00-0,NULL,AL-LFT-W-SPK,30.25469,-87.81307,"Gulf Shores, Alabama",NULL,"Bon Secour, AL",0,2250,NULL,pg/uL,11124.8,pmol/mL,1.49,NULL,ng/L,0.0073671,nmol/L,NULL,NULL,NA,NA,NA
10JUL11-01-003,2010-07-07 18:30:00,PSD-Water,LFT - Spiked,NULL,10JUL11-01-011,132-65-0,NULL,AL-LFT-W-SPK,30.25469,-87.81307,"Gulf Shores, Alabama",NULL,"Bon Secour, AL",0,84.4,NULL,pg/uL,458.056,pmol/mL,0.13,NULL,ng/L,0.000705536,nmol/L,NULL,NULL,NA,NA,NA
10JUL11-01-003,2010-07-07 18:30:00,PSD-Water,LFT - Spiked,NULL,10JUL11-01-011,1576-67-6,NULL,AL-LFT-W-SPK,30.25469,-87.81307,"Gulf Shores, Alabama",NULL,"Bon Secour, AL",0,39.3,NULL,pg/uL,190.516,pmol/mL,0.024,NULL,ng/L,0.000116345,nmol/L,NULL,NULL,NA,NA,NA
10JUL11-01-003,2010-07-07 18:30:00,PSD-Water,LFT - Spiked,NULL,10JUL11-01-011,1705-85-7,NULL,AL-LFT-W-SPK,30.25469,-87.81307,"Gulf Shores, Alabama",NULL,"Bon Secour, AL",0,0,NULL,pg/uL,0,pmol/mL,BDL,NULL,ng/L,nc:BDL,nmol/L,NULL,NULL,NA,NA,NA
10JUL11-01-003,2010-07-07 18:30:00,PSD-Water,LFT - Spiked,NULL,10JUL11-01-011,191-24-2,NULL,AL-LFT-W-SPK,30.25469,-87.81307,"Gulf Shores, Alabama",NULL,"Bon Secour, AL",0,49.4,NULL,pg/uL,178.771,pmol/mL,0.039,NULL,ng/L,0.000141135,nmol/L,NULL,NULL,NA,NA,NA
10JUL11-01-003,2010-07-07 18:30:00,PSD-Water,LFT - Spiked,NULL,10JUL11-01-011,191-30-0,NULL,AL-LFT-W-SPK,30.25469,-87.81307,"Gulf Shores, Alabama",NULL,"Bon Secour, AL",0,19.7,NULL,pg/uL,65.1524,pmol/mL,0.032,NULL,ng/L,0.000105831,nmol/L,NULL,NULL,NA,NA,NA
10JUL11-01-003,2010-07-07 18:30:00,PSD-Water,LFT - Spiked,NULL,10JUL11-01-011,192-97-2,NULL,AL-LFT-W-SPK,30.25469,-87.81307,"Gulf Shores, Alabama",NULL,"Bon Secour, AL",0,166,NULL,pg/uL,657.947,pmol/mL,0.12,NULL,ng/L,0.000475624,nmol/L,NULL,NULL,NA,NA,NA
10JUL11-01-003,2010-07-07 18:30:00,PSD-Water,LFT - Spiked,NULL,10JUL11-01-011,193-39-5,NULL,AL-LFT-W-SPK,30.25469,-87.81307,"Gulf Shores, Alabama",NULL,"Bon Secour, AL",0,56,NULL,pg/uL,202.656,pmol/mL,0.046,NULL,ng/L,0.000166467,nmol/L,NULL,NULL,NA,NA,NA
10JUL11-01-003,2010-07-07 18:30:00,PSD-Water,LFT - Spiked,NULL,10JUL11-01-011,205-99-2,NULL,AL-LFT-W-SPK,30.25469,-87.81307,"Gulf Shores, Alabama",NULL,"Bon Secour, AL",0,478,NULL,pg/uL,1894.57,pmol/mL,0.287,NULL,ng/L,0.00113753,nmol/L,NULL,NULL,NA,NA,NA
10JUL11-01-003,2010-07-07 18:30:00,PSD-Water,LFT - Spiked,NULL,10JUL11-01-011,206-44-0,NULL,AL-LFT-W-SPK,30.25469,-87.81307,"Gulf Shores, Alabama",NULL,"Bon Secour, AL",0,3270,NULL,pg/uL,16168.1,pmol/mL,2.13,NULL,ng/L,0.0105315,nmol/L,NULL,NULL,NA,NA,NA
10JUL11-01-003,2010-07-07 18:30:00,PSD-Water,LFT - Spiked,NULL,10JUL11-01-011,207-08-9,NULL,AL-LFT-W-SPK,30.25469,-87.81307,"Gulf Shores, Alabama",NULL,"Bon Secour, AL",0,118,NULL,pg/uL,467.68,pmol/mL,0.075,NULL,ng/L,0.000297254,nmol/L,NULL,NULL,NA,NA,NA
10JUL11-01-003,2010-07-07 18:30:00,PSD-Water,LFT - Spiked,NULL,10JUL11-01-011,208-96-8,NULL,AL-LFT-W-SPK,30.25469,-87.81307,"Gulf Shores, Alabama",NULL,"Bon Secour, AL",0,34.6,NULL,pg/uL,227.345,pmol/mL,0.132,NULL,ng/L,0.000867326,nmol/L,NULL,NULL,NA,NA,NA
10JUL11-01-003,2010-07-07 18:30:00,PSD-Water,LFT - Spiked,NULL,10JUL11-01-011,218-01-9,NULL,AL-LFT-W-SPK,30.25469,-87.81307,"Gulf Shores, Alabama",NULL,"Bon Secour, AL",0,808,NULL,pg/uL,3539.39,pmol/mL,0.485,NULL,ng/L,0.00212451,nmol/L,NULL,NULL,NA,NA,NA
10JUL11-01-003,2010-07-07 18:30:00,PSD-Water,LFT - Spiked,NULL,10JUL11-01-011,2381-21-7,NULL,AL-LFT-W-SPK,30.25469,-87.81307,"Gulf Shores, Alabama",NULL,"Bon Secour, AL",0,56.9,NULL,pg/uL,263.088,pmol/mL,0.034,NULL,ng/L,0.000157206,nmol/L,NULL,NULL,NA,NA,NA
10JUL11-01-003,2010-07-07 18:30:00,PSD-Water,LFT - Spiked,NULL,10JUL11-01-011,2531-84-2,NULL,AL-LFT-W-SPK,30.25469,-87.81307,"Gulf Shores, Alabama",NULL,"Bon Secour, AL",0,0,NULL,pg/uL,0,pmol/mL,BDL,NULL,ng/L,nc:BDL,nmol/L,NULL,NULL,NA,NA,NA
10JUL11-01-003,2010-07-07 18:30:00,PSD-Water,LFT - Spiked,NULL,10JUL11-01-011,483-65-8,NULL,AL-LFT-W-SPK,30.25469,-87.81307,"Gulf Shores, Alabama",NULL,"Bon Secour, AL",0,2960,NULL,pg/uL,12631.5,pmol/mL,2.05,NULL,ng/L,0.00874814,nmol/L,NULL,NULL,NA,NA,NA
10JUL11-01-003,2010-07-07 18:30:00,PSD-Water,LFT - Spiked,NULL,10JUL11-01-011,50-32-8,NULL,AL-LFT-W-SPK,30.25469,-87.81307,"Gulf Shores, Alabama",NULL,"Bon Secour, AL",0,164,NULL,pg/uL,649.996,pmol/mL,0.106,NULL,ng/L,0.000420119,nmol/L,NULL,NULL,NA,NA,NA
10JUL11-01-003,2010-07-07 18:30:00,PSD-Water,LFT - Spiked,NULL,10JUL11-01-011,53-70-3,NULL,AL-LFT-W-SPK,30.25469,-87.81307,"Gulf Shores, Alabama",NULL,"Bon Secour, AL",0,0,NULL,pg/uL,0,pmol/mL,BDL,NULL,ng/L,nc:BDL,nmol/L,NULL,NULL,NA,NA,NA
